book_id,genres
9895,"['romance', 'contemporary', 'sports']"
8378,"['fantasy', 'young-adult', 'fiction', 'romance']"
2309,"['fantasy', 'fiction', 'classics']"
8992,"['memoir', 'nonfiction', 'biography', 'contemporary']"
6043,"['fiction', 'crime', 'mystery', 'thriller', 'suspense', 'books', 'contemporary', 'classics']"
6881,"['young-adult', 'romance', 'contemporary', 'chick-lit', 'fiction']"
7808,"['mystery', 'historical-fiction', 'fiction', 'crime', 'classics']"
7170,"['fantasy', 'fiction', 'science-fiction', 'paranormal', 'romance', 'young-adult']"
9383,"['historical-fiction', 'fiction', 'young-adult', 'classics']"
7493,"['fantasy', 'fiction', 'young-adult', 'graphic-novels', 'books', 'historical-fiction']"
8666,"['travel', 'nonfiction', 'memoir', 'history', 'biography', 'fiction']"
3170,"['young-adult', 'science-fiction', 'fiction', 'thriller']"
3617,"['young-adult', 'fantasy', 'paranormal', 'romance']"
3800,"['romance', 'contemporary', 'chick-lit', 'fiction']"
6612,"['history', 'nonfiction', 'science']"
9095,"['fiction', 'sports', 'fantasy', 'classics', 'historical-fiction']"
8370,"['young-adult', 'fiction', 'contemporary']"
6770,"['fiction', 'contemporary', 'young-adult']"
4652,"['romance', 'contemporary', 'music']"
7646,"['fiction', 'fantasy', 'young-adult', 'classics']"
8105,"['memoir', 'nonfiction', 'biography', 'psychology', 'contemporary']"
7238,"['fantasy', 'fiction', 'science-fiction']"
4123,"['fiction', 'romance', 'chick-lit', 'contemporary', 'mystery']"
7211,"['mystery', 'fiction', 'crime', 'thriller', 'suspense']"
9955,"['young-adult', 'romance', 'contemporary', 'sports', 'fiction']"
3871,"['fiction', 'young-adult', 'classics']"
4092,"['young-adult', 'chick-lit', 'fiction', 'contemporary', 'romance']"
5266,"['romance', 'contemporary', 'chick-lit']"
7471,"['fiction', 'mystery', 'crime', 'thriller', 'contemporary']"
6757,"['fiction', 'romance', 'chick-lit', 'contemporary', 'books']"
4450,"['romance', 'contemporary', 'young-adult', 'chick-lit', 'fiction']"
8797,"['young-adult', 'mystery', 'fiction', 'contemporary', 'chick-lit', 'romance', 'thriller']"
5333,"['graphic-novels', 'comics', 'fantasy', 'young-adult', 'fiction', 'mystery', 'paranormal', 'contemporary']"
3065,"['horror', 'fiction', 'thriller', 'suspense', 'mystery', 'paranormal', 'science-fiction', 'fantasy']"
3286,"['fiction', 'christian', 'religion', 'fantasy', 'thriller', 'spirituality']"
6592,"['horror', 'fiction', 'thriller', 'crime', 'mystery', 'suspense']"
4036,"['young-adult', 'mystery', 'science-fiction', 'fiction', 'fantasy', 'paranormal', 'crime', 'thriller']"
3394,"['mystery', 'fiction', 'thriller', 'suspense', 'crime', 'contemporary']"
7007,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'books', 'romance']"
3668,"['thriller', 'fiction', 'mystery', 'science-fiction', 'suspense', 'historical-fiction']"
7492,"['romance', 'mystery', 'suspense', 'thriller', 'fiction', 'crime', 'contemporary']"
9819,"['history', 'classics', 'nonfiction', 'travel', 'memoir', 'biography']"
7675,"['thriller', 'fiction', 'mystery', 'historical-fiction', 'suspense']"
6406,"['fiction', 'contemporary', 'romance']"
3906,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'sports']"
4240,"['mystery', 'fiction', 'crime', 'classics', 'thriller']"
3196,"['nonfiction', 'self-help', 'psychology', 'spirituality', 'philosophy', 'christian']"
7420,"['manga', 'fantasy', 'graphic-novels', 'romance', 'comics', 'fiction', 'young-adult', 'science-fiction']"
4844,"['fantasy', 'fiction', 'young-adult', 'classics']"
4350,"['young-adult', 'science-fiction', 'fantasy', 'romance', 'fiction', 'mystery']"
3895,"['young-adult', 'romance', 'contemporary', 'fiction']"
6677,"['nonfiction', 'biography', 'memoir', 'crime', 'science']"
8218,"['fiction', 'young-adult', 'contemporary']"
3049,"['philosophy', 'spirituality', 'nonfiction', 'religion', 'psychology', 'biography', 'classics']"
8963,"['fiction', 'thriller', 'mystery', 'suspense', 'historical-fiction']"
6548,"['psychology', 'self-help', 'nonfiction', 'science', 'business', 'philosophy']"
9766,"['history', 'nonfiction', 'classics']"
7378,"['science-fiction', 'fantasy', 'horror', 'fiction', 'thriller', 'paranormal']"
8561,"['fantasy', 'young-adult', 'fiction']"
4406,"['romance', 'chick-lit', 'contemporary', 'fiction', 'mystery']"
3290,"['fiction', 'chick-lit', 'contemporary', 'romance']"
9093,"['graphic-novels', 'fantasy', 'young-adult', 'comics', 'fiction']"
8383,"['graphic-novels', 'fantasy', 'comics', 'science-fiction', 'young-adult', 'fiction', 'classics']"
3588,"['memoir', 'nonfiction', 'biography']"
8292,"['chick-lit', 'romance', 'contemporary', 'fiction']"
3763,"['classics', 'fiction', 'historical-fiction', 'crime']"
3130,"['fiction', 'historical-fiction', 'contemporary']"
8261,"['historical-fiction', 'fiction', 'romance']"
4129,"['historical-fiction', 'fiction', 'religion']"
5757,"['young-adult', 'paranormal', 'fantasy', 'romance']"
6138,"['mystery', 'young-adult', 'fiction', 'classics', 'crime']"
7645,"['fiction', 'mystery', 'thriller', 'suspense', 'crime', 'contemporary']"
9108,"['romance', 'sports', 'contemporary', 'chick-lit', 'fiction']"
5016,"['fantasy', 'young-adult', 'paranormal', 'fiction', 'science-fiction']"
8696,"['fiction', 'classics']"
9285,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
4487,"['nonfiction', 'science', 'classics', 'history']"
8711,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'psychology', 'contemporary']"
8022,"['romance', 'contemporary', 'fiction', 'chick-lit', 'mystery', 'suspense']"
4786,"['science-fiction', 'fiction', 'thriller', 'fantasy', 'mystery', 'suspense', 'crime', 'contemporary', 'paranormal', 'young-adult']"
8873,"['fiction', 'music', 'contemporary']"
4294,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']"
4586,"['mystery', 'fiction', 'crime', 'thriller']"
4058,"['fiction', 'contemporary', 'chick-lit', 'psychology']"
4753,"['science-fiction', 'fiction', 'fantasy', 'classics']"
4588,"['fantasy', 'fiction', 'science-fiction']"
7777,"['fiction', 'contemporary']"
6534,"['mystery', 'paranormal', 'fantasy', 'fiction', 'romance', 'crime']"
5621,"['fiction', 'young-adult', 'contemporary', 'classics', 'graphic-novels', 'chick-lit']"
4609,"['fiction', 'historical-fiction', 'mystery', 'contemporary']"
9434,"['fantasy', 'fiction', 'books', 'science', 'science-fiction', 'young-adult']"
9215,"['fiction', 'historical-fiction']"
5904,"['romance', 'contemporary', 'sports', 'chick-lit', 'fiction']"
9801,"['romance', 'fiction', 'historical-fiction', 'chick-lit', 'contemporary']"
5818,"['romance', 'mystery', 'fiction', 'suspense', 'contemporary', 'thriller', 'chick-lit']"
9485,"['historical-fiction', 'mystery', 'fiction', 'thriller', 'history', 'fantasy', 'crime', 'suspense']"
8303,"['music', 'nonfiction', 'art', 'history', 'biography', 'science', 'memoir']"
6267,"['romance', 'fiction', 'contemporary', 'mystery', 'suspense', 'chick-lit', 'crime', 'thriller', 'books']"
8556,"['mystery', 'crime', 'fiction', 'thriller', 'suspense', 'contemporary']"
9648,"['nonfiction', 'biography', 'history', 'memoir', 'classics']"
9082,"['thriller', 'fiction', 'science-fiction', 'fantasy', 'suspense', 'mystery', 'horror']"
5077,"['mystery', 'fiction', 'suspense', 'thriller', 'crime', 'romance', 'contemporary']"
7462,"['fiction', 'contemporary', 'mystery']"
4485,"['philosophy', 'nonfiction', 'classics', 'psychology']"
8639,"['nonfiction', 'history', 'memoir', 'biography', 'crime', 'business', 'travel', 'contemporary']"
4704,"['nonfiction', 'memoir', 'biography']"
6301,"['young-adult', 'horror', 'science-fiction', 'fiction', 'fantasy']"
77,"['young-adult', 'fiction', 'classics', 'mystery', 'contemporary']"
9860,"['fiction', 'classics', 'historical-fiction']"
9002,"['cookbooks', 'nonfiction']"
4810,"['fiction', 'classics', 'historical-fiction']"
92,"['nonfiction', 'business', 'science', 'psychology']"
6002,"['fantasy', 'fiction', 'science-fiction', 'paranormal']"
3914,"['fiction', 'historical-fiction', 'mystery', 'thriller']"
5715,"['thriller', 'fiction', 'mystery', 'historical-fiction', 'suspense']"
7973,"['romance', 'young-adult', 'contemporary', 'chick-lit', 'fiction']"
237,"['horror', 'fiction', 'thriller', 'paranormal', 'fantasy', 'classics']"
5770,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'romance']"
259,"['young-adult', 'science-fiction', 'fiction', 'fantasy', 'mystery']"
266,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']"
6780,"['fantasy', 'young-adult', 'fiction']"
8204,"['romance', 'contemporary', 'fiction', 'chick-lit']"
326,"['fiction', 'contemporary', 'chick-lit', 'young-adult']"
5326,"['science-fiction', 'fiction', 'philosophy', 'religion', 'fantasy']"
5671,"['fantasy', 'fiction', 'young-adult', 'romance']"
6568,"['graphic-novels', 'comics', 'fiction', 'fantasy', 'historical-fiction', 'science-fiction', 'horror']"
8603,"['romance', 'contemporary', 'chick-lit']"
449,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
8456,"['fiction', 'philosophy', 'classics', 'contemporary']"
9507,"['nonfiction', 'self-help', 'memoir', 'psychology', 'biography', 'philosophy', 'fiction', 'contemporary', 'books']"
8519,"['fiction', 'classics', 'contemporary']"
5933,"['fiction', 'contemporary']"
9764,"['fiction', 'thriller', 'mystery', 'suspense', 'crime']"
5037,"['fiction', 'historical-fiction', 'travel']"
6601,"['fantasy', 'fiction', 'books', 'science-fiction', 'science', 'romance']"
6496,"['mystery', 'historical-fiction', 'fiction', 'crime', 'thriller', 'suspense', 'horror']"
9713,"['young-adult', 'fiction', 'science-fiction', 'fantasy', 'books']"
9640,"['fiction', 'thriller', 'mystery', 'suspense', 'books', 'crime']"
4923,"['mystery', 'fiction', 'crime', 'thriller', 'suspense', 'romance', 'contemporary', 'chick-lit']"
7209,"['historical-fiction', 'fiction', 'travel']"
634,"['chick-lit', 'romance', 'fiction', 'contemporary']"
9576,"['romance', 'contemporary', 'chick-lit', 'fiction', 'books', 'young-adult']"
783,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
6241,"['nonfiction', 'memoir', 'music', 'biography', 'art', 'poetry', 'travel']"
5550,"['fiction', 'classics', 'thriller', 'contemporary', 'crime', 'mystery']"
5678,"['fiction', 'classics', 'mystery', 'thriller']"
9256,"['romance', 'young-adult', 'contemporary', 'music', 'chick-lit']"
9521,"['christian', 'religion', 'nonfiction', 'spirituality', 'philosophy', 'books', 'self-help']"
5867,"['fantasy', 'fiction', 'science-fiction']"
7918,"['historical-fiction', 'fiction', 'romance']"
6535,"['fiction', 'classics', 'psychology']"
6463,"['business', 'nonfiction', 'biography', 'history', 'self-help', 'science', 'memoir']"
8111,"['young-adult', 'fiction', 'classics']"
6696,"['fiction', 'historical-fiction', 'mystery', 'thriller']"
5700,"['fiction', 'classics', 'historical-fiction']"
5979,"['science-fiction', 'fiction', 'fantasy', 'poetry', 'classics', 'young-adult', 'contemporary', 'books']"
2847,"['fiction', 'mystery', 'thriller', 'crime', 'contemporary', 'suspense']"
6897,"['fiction', 'contemporary', 'poetry', 'books']"
899,"['classics', 'fiction', 'historical-fiction', 'romance']"
5471,"['business', 'self-help', 'nonfiction', 'psychology', 'books', 'philosophy']"
9387,"['romance', 'contemporary', 'chick-lit', 'fiction', 'young-adult']"
886,"['horror', 'fiction', 'science-fiction', 'fantasy', 'thriller']"
7539,"['fantasy', 'young-adult', 'fiction', 'mystery']"
7310,"['mystery', 'fiction', 'historical-fiction', 'young-adult', 'crime']"
6382,"['fiction', 'historical-fiction', 'classics', 'horror']"
961,"['classics', 'fiction', 'historical-fiction', 'romance']"
7526,"['fiction', 'young-adult', 'contemporary']"
990,"['business', 'nonfiction', 'self-help']"
5451,"['romance', 'fiction', 'young-adult', 'contemporary', 'chick-lit']"
6259,"['fiction', 'crime', 'thriller', 'historical-fiction', 'classics', 'mystery']"
1123,"['horror', 'fiction', 'fantasy', 'thriller', 'science-fiction', 'suspense']"
7188,"['mystery', 'fiction', 'young-adult']"
8842,"['young-adult', 'poetry', 'contemporary', 'fiction', 'romance']"
7339,"['memoir', 'cookbooks', 'nonfiction', 'biography', 'travel', 'fiction']"
9175,"['fantasy', 'science-fiction', 'fiction', 'young-adult']"
8800,"['mystery', 'young-adult', 'fiction']"
7200,"['business', 'nonfiction', 'self-help', 'psychology']"
1360,"['horror', 'fiction', 'thriller', 'fantasy', 'mystery', 'suspense', 'paranormal']"
9653,"['fantasy', 'fiction', 'science-fiction']"
8477,"['fantasy', 'fiction', 'classics', 'young-adult', 'paranormal']"
1136,"['fiction', 'historical-fiction', 'contemporary']"
8491,"['fantasy', 'fiction', 'science-fiction']"
9481,"['fantasy', 'science-fiction', 'fiction', 'young-adult']"
1361,"['historical-fiction', 'fiction', 'mystery', 'romance']"
7458,"['historical-fiction', 'fiction']"
6090,"['historical-fiction', 'fiction', 'romance', 'contemporary']"
8729,"['fantasy', 'fiction', 'romance']"
1177,"['romance', 'fiction', 'science-fiction', 'horror', 'young-adult', 'fantasy']"
8143,"['mystery', 'fiction', 'crime', 'thriller', 'suspense', 'contemporary', 'books', 'romance']"
1965,"['fantasy', 'young-adult', 'romance', 'fiction', 'science-fiction', 'paranormal']"
1810,"['nonfiction', 'memoir', 'biography']"
8245,"['fiction', 'thriller', 'mystery', 'crime', 'classics', 'suspense', 'historical-fiction']"
1646,"['science-fiction', 'fiction', 'fantasy', 'young-adult']"
7716,"['nonfiction', 'history', 'crime', 'science', 'mystery']"
1551,"['thriller', 'fiction', 'mystery', 'suspense', 'crime']"
7507,"['psychology', 'nonfiction', 'science', 'philosophy', 'history', 'self-help']"
1719,"['horror', 'fiction', 'thriller', 'suspense', 'mystery', 'science-fiction', 'paranormal', 'fantasy']"
8541,"['mystery', 'thriller', 'fiction', 'crime', 'suspense', 'books', 'contemporary']"
2138,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
6712,"['nonfiction', 'sports', 'biography', 'memoir']"
7210,"['classics', 'fiction', 'historical-fiction', 'young-adult', 'books', 'horror']"
8864,"['fiction', 'thriller', 'mystery', 'classics', 'suspense']"
2195,"['fantasy', 'young-adult', 'fiction']"
9471,"['young-adult', 'fiction', 'sports', 'contemporary']"
2227,"['young-adult', 'contemporary', 'fiction', 'romance', 'thriller', 'mystery']"
8349,"['fiction', 'mystery', 'crime', 'thriller', 'contemporary']"
1842,"['fiction', 'contemporary', 'chick-lit', 'mystery', 'crime']"
2532,"['young-adult', 'romance', 'fantasy', 'fiction', 'science-fiction', 'chick-lit']"
8779,"['fiction', 'romance', 'chick-lit', 'contemporary']"
1625,"['christian', 'nonfiction', 'religion', 'spirituality', 'self-help']"
1756,"['art', 'nonfiction', 'biography', 'science']"
951,"['fiction', 'contemporary', 'thriller', 'religion', 'mystery', 'books', 'horror', 'suspense', 'crime']"
3001,"['paranormal', 'romance', 'fantasy', 'fiction']"
1913,"['chick-lit', 'fiction', 'romance', 'contemporary']"
2034,"['fiction', 'fantasy', 'paranormal', 'horror', 'romance']"
8474,"['fiction', 'mystery', 'crime', 'thriller', 'suspense']"
2983,"['young-adult', 'science-fiction', 'romance', 'fantasy', 'fiction']"
9515,"['fantasy', 'horror', 'fiction', 'paranormal']"
2514,"['graphic-novels', 'comics', 'fantasy', 'fiction', 'historical-fiction']"
2297,"['classics', 'fiction', 'poetry', 'philosophy', 'fantasy']"
8710,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'psychology', 'contemporary']"
2490,"['classics', 'fiction', 'horror', 'fantasy', 'historical-fiction']"
2250,"['nonfiction', 'memoir', 'biography', 'history', 'travel']"
2314,"['fiction', 'classics']"
9639,"['fiction', 'chick-lit', 'historical-fiction', 'contemporary']"
9919,"['fiction', 'young-adult', 'contemporary', 'classics', 'chick-lit']"
2578,"['fiction', 'classics', 'historical-fiction']"
2760,"['graphic-novels', 'comics', 'fantasy', 'fiction', 'science-fiction', 'historical-fiction']"
7873,"['business', 'nonfiction', 'psychology', 'self-help']"
9786,"['fiction', 'chick-lit', 'contemporary', 'romance']"
7861,"['art', 'nonfiction', 'history', 'contemporary']"
2968,"['fantasy', 'young-adult', 'fiction', 'science-fiction']"
2426,"['graphic-novels', 'comics', 'historical-fiction', 'fiction', 'fantasy']"
9446,"['chick-lit', 'romance', 'contemporary', 'fiction']"
2003,"['historical-fiction', 'fiction', 'romance', 'biography', 'history', 'travel', 'contemporary']"
3077,"['poetry', 'classics', 'fiction', 'fantasy']"
8949,"['classics', 'poetry', 'fiction', 'religion', 'fantasy', 'philosophy']"
2746,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']"
9623,"['fiction', 'classics', 'historical-fiction']"
9980,"['historical-fiction', 'romance', 'christian', 'fiction']"
3108,"['mystery', 'crime', 'fiction', 'thriller', 'suspense']"
2841,"['nonfiction', 'science', 'history']"
2221,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']"
4028,"['young-adult', 'romance', 'contemporary', 'chick-lit', 'fiction']"
8052,"['art', 'nonfiction', 'travel', 'history', 'young-adult', 'fiction', 'manga']"
8311,"['historical-fiction', 'fiction']"
3728,"['fantasy', 'young-adult', 'fiction']"
8152,"['fiction', 'philosophy', 'spirituality', 'fantasy', 'romance', 'self-help']"
9233,"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'classics', 'historical-fiction', 'history', 'books', 'contemporary']"
2323,"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'romance', 'psychology']"
2752,"['nonfiction', 'self-help', 'psychology', 'memoir', 'spirituality', 'philosophy', 'biography']"
4007,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
3102,"['fiction', 'mystery', 'suspense', 'thriller', 'contemporary', 'crime']"
8930,"['nonfiction', 'psychology', 'religion', 'history', 'biography', 'memoir', 'travel', 'crime', 'fiction', 'contemporary', 'books']"
9968,"['biography', 'nonfiction', 'memoir', 'history', 'music', 'classics', 'christian', 'fiction', 'historical-fiction', 'romance', 'religion', 'travel']"
2580,"['romance', 'fiction', 'chick-lit', 'contemporary', 'mystery', 'suspense', 'thriller']"
2551,"['fiction', 'mystery', 'thriller', 'suspense', 'contemporary', 'chick-lit', 'crime']"
8572,"['mystery', 'crime', 'fiction', 'thriller', 'suspense']"
5426,"['romance', 'sports', 'contemporary', 'chick-lit']"
7365,"['science-fiction', 'fiction', 'thriller', 'fantasy', 'mystery', 'books', 'crime']"
5762,"['mystery', 'thriller', 'fiction', 'crime', 'suspense', 'romance', 'contemporary', 'horror', 'chick-lit', 'books']"
9754,"['fiction', 'classics', 'fantasy']"
1697,"['christian', 'nonfiction', 'spirituality', 'religion', 'self-help']"
3899,"['fantasy', 'fiction', 'young-adult', 'science-fiction']"
4314,"['young-adult', 'romance', 'contemporary', 'chick-lit', 'fiction']"
4581,"['fantasy', 'young-adult', 'romance', 'fiction']"
4730,"['paranormal', 'romance', 'fantasy', 'chick-lit', 'fiction']"
5148,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
4093,"['young-adult', 'contemporary', 'fiction']"
7530,"['young-adult', 'thriller', 'mystery', 'fiction', 'horror', 'contemporary', 'suspense']"
8778,"['mystery', 'crime', 'fiction', 'thriller']"
4553,"['fantasy', 'fiction', 'young-adult']"
5300,"['romance', 'contemporary', 'fiction', 'young-adult']"
9762,"['business', 'nonfiction', 'self-help']"
5375,"['romance', 'historical-fiction', 'fiction', 'chick-lit']"
8605,"['art', 'biography', 'nonfiction', 'history']"
3625,"['religion', 'nonfiction', 'philosophy', 'science', 'history', 'psychology', 'spirituality']"
3425,"['fiction', 'contemporary']"
3925,"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'books']"
3726,"['nonfiction', 'memoir', 'biography', 'psychology']"
3561,"['memoir', 'nonfiction', 'biography']"
5632,"['fantasy', 'young-adult', 'fiction', 'romance']"
9353,"['biography', 'nonfiction', 'memoir', 'books', 'christian', 'contemporary', 'history']"
4334,"['fantasy', 'horror', 'fiction', 'paranormal', 'mystery']"
4528,"['horror', 'fiction', 'thriller', 'mystery', 'suspense', 'science-fiction', 'books', 'fantasy', 'contemporary']"
5974,"['young-adult', 'romance', 'fantasy', 'fiction', 'science-fiction', 'chick-lit']"
4326,"['science-fiction', 'fiction', 'fantasy', 'classics']"
4108,"['fiction', 'historical-fiction', 'romance']"
5639,"['mystery', 'crime', 'fiction', 'thriller', 'suspense']"
5939,"['young-adult', 'contemporary', 'fiction', 'romance']"
5097,"['fiction', 'chick-lit', 'romance', 'contemporary']"
5424,"['business', 'nonfiction', 'self-help', 'psychology', 'philosophy']"
6801,"['young-adult', 'romance', 'chick-lit', 'science-fiction', 'contemporary', 'fiction', 'mystery', 'fantasy']"
5329,"['fantasy', 'fiction', 'science-fiction']"
9392,"['fiction', 'historical-fiction', 'fantasy']"
6066,"['fiction', 'romance', 'contemporary']"
5067,"['fantasy', 'fiction']"
4733,"['philosophy', 'nonfiction', 'classics', 'history']"
8044,"['young-adult', 'contemporary', 'romance', 'fiction']"
5428,"['science-fiction', 'fiction', 'fantasy']"
5631,"['romance', 'contemporary', 'chick-lit', 'fiction']"
6580,"['mystery', 'fiction', 'crime', 'thriller', 'suspense', 'contemporary']"
6163,"['mystery', 'fiction', 'crime', 'suspense', 'thriller', 'contemporary']"
4976,"['fantasy', 'fiction', 'classics']"
5212,"['art', 'nonfiction', 'self-help']"
5820,"['nonfiction', 'memoir', 'history', 'philosophy', 'contemporary']"
8381,"['fantasy', 'young-adult', 'romance', 'fiction', 'paranormal']"
5307,"['fantasy', 'fiction', 'science-fiction', 'books']"
5777,"['historical-fiction', 'fiction', 'mystery', 'crime', 'thriller']"
7192,"['mystery', 'fiction', 'young-adult', 'contemporary', 'chick-lit', 'romance', 'thriller', 'books', 'suspense', 'crime']"
5747,"['horror', 'fiction', 'classics', 'science-fiction', 'fantasy']"
3262,"['fiction', 'mystery', 'thriller', 'crime', 'classics', 'suspense']"
6806,"['fiction', 'chick-lit', 'contemporary', 'romance', 'historical-fiction']"
7195,"['fantasy', 'young-adult', 'fiction', 'mystery', 'paranormal', 'books']"
4338,"['fiction', 'romance', 'classics', 'historical-fiction']"
6973,"['fantasy', 'fiction', 'science-fiction', 'paranormal']"
5209,"['horror', 'fiction', 'fantasy', 'mystery', 'paranormal', 'thriller', 'suspense', 'science-fiction', 'crime', 'contemporary', 'books']"
8496,"['romance', 'chick-lit', 'mystery', 'fiction', 'contemporary', 'suspense']"
9787,"['fiction', 'contemporary']"
7714,"['historical-fiction', 'young-adult', 'fiction', 'classics', 'christian']"
5054,"['fiction', 'historical-fiction']"
7568,"['fantasy', 'historical-fiction', 'fiction']"
5102,"['christian', 'fiction', 'religion', 'mystery', 'spirituality', 'historical-fiction']"
7708,"['fiction', 'chick-lit', 'mystery', 'contemporary', 'romance', 'historical-fiction']"
6594,"['fiction', 'mystery', 'thriller', 'crime', 'horror']"
7588,"['historical-fiction', 'fiction', 'young-adult']"
4765,"['graphic-novels', 'classics', 'horror', 'comics', 'fiction', 'fantasy', 'paranormal', 'historical-fiction', 'thriller', 'romance']"
6360,"['fiction', 'chick-lit', 'romance', 'contemporary', 'books']"
4910,"['romance', 'historical-fiction', 'fiction', 'chick-lit']"
6912,"['mystery', 'fiction', 'crime', 'romance', 'thriller', 'chick-lit', 'contemporary', 'suspense', 'art']"
8035,"['fantasy', 'science-fiction', 'fiction', 'horror']"
9551,"['historical-fiction', 'fiction', 'graphic-novels', 'young-adult', 'mystery', 'fantasy']"
9009,"['young-adult', 'romance', 'contemporary', 'chick-lit', 'fiction']"
5183,"['romance', 'young-adult', 'contemporary', 'fiction', 'suspense']"
8060,"['romance', 'fiction', 'chick-lit', 'contemporary']"
7543,"['graphic-novels', 'comics', 'nonfiction', 'travel', 'memoir', 'biography']"
7905,"['young-adult', 'fiction', 'mystery', 'contemporary']"
5812,"['fiction', 'philosophy', 'spirituality', 'self-help', 'contemporary', 'romance']"
7788,"['fantasy', 'fiction', 'romance', 'science-fiction']"
7109,"['mystery', 'crime', 'fiction', 'thriller', 'suspense']"
7830,"['fiction', 'thriller', 'mystery', 'suspense', 'historical-fiction']"
7060,"['cookbooks', 'nonfiction']"
7822,"['thriller', 'fiction', 'mystery', 'suspense', 'horror', 'contemporary', 'science-fiction', 'fantasy', 'crime', 'historical-fiction']"
8021,"['historical-fiction', 'young-adult', 'fiction']"
6851,"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'books', 'contemporary', 'historical-fiction']"
7140,"['fiction', 'contemporary']"
9030,"['romance', 'contemporary', 'chick-lit', 'fiction', 'books']"
8432,"['science-fiction', 'fiction', 'fantasy', 'historical-fiction']"
8404,"['religion', 'history', 'nonfiction', 'spirituality', 'philosophy', 'christian', 'fiction', 'classics']"
8784,"['fiction', 'christian', 'fantasy', 'thriller', 'mystery', 'suspense', 'horror', 'science-fiction']"
8140,"['classics', 'fiction', 'science-fiction', 'philosophy', 'nonfiction', 'psychology', 'history', 'science', 'books', 'religion']"
9225,"['science-fiction', 'fiction', 'horror', 'classics', 'fantasy']"
7640,"['fiction', 'fantasy', 'contemporary']"
9393,"['fiction', 'science-fiction', 'thriller', 'mystery', 'science', 'suspense', 'contemporary', 'fantasy', 'books', 'crime']"
9117,"['romance', 'fiction', 'chick-lit', 'contemporary', 'mystery']"
9900,"['fiction', 'horror', 'contemporary', 'thriller']"
8516,"['fiction', 'contemporary']"
9863,"['science-fiction', 'fiction', 'fantasy', 'crime']"
6843,"['mystery', 'romance', 'suspense', 'fiction', 'thriller', 'contemporary', 'crime']"
9475,"['fiction', 'thriller', 'christian', 'mystery', 'horror', 'suspense', 'crime', 'fantasy', 'paranormal', 'books', 'religion', 'young-adult', 'contemporary']"
9405,"['romance', 'fiction', 'chick-lit', 'contemporary']"
9915,"['mystery', 'thriller', 'fiction', 'suspense', 'crime']"
8229,"['nonfiction', 'history', 'crime', 'biography']"
9226,"['mystery', 'fiction', 'thriller', 'suspense', 'crime', 'contemporary']"
6015,"['science-fiction', 'fiction', 'thriller', 'fantasy', 'mystery', 'romance', 'suspense', 'science', 'books', 'young-adult']"
8805,"['fiction', 'poetry', 'classics']"
8855,"['business', 'biography', 'self-help', 'nonfiction', 'memoir', 'psychology', 'philosophy']"
7921,"['science-fiction', 'fiction', 'classics', 'fantasy']"
9347,"['self-help', 'nonfiction', 'philosophy', 'spirituality', 'psychology', 'business']"
9040,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']"
9487,"['fiction', 'contemporary', 'art', 'philosophy']"
7242,"['poetry', 'fiction', 'classics', 'philosophy', 'romance', 'spirituality']"
8299,"['thriller', 'fiction', 'mystery', 'crime', 'suspense']"
127,"['nonfiction', 'business', 'psychology', 'science', 'self-help', 'philosophy']"
226,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary']"
131,"['classics', 'fiction', 'historical-fiction']"
357,"['classics', 'fiction', 'historical-fiction']"
235,"['fiction', 'mystery', 'chick-lit', 'contemporary', 'thriller']"
435,"['young-adult', 'contemporary', 'fiction', 'romance', 'fantasy', 'paranormal']"
244,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary']"
407,"['fiction', 'contemporary', 'music', 'romance']"
455,"['chick-lit', 'fiction', 'romance', 'contemporary']"
756,"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']"
623,"['fiction', 'thriller', 'horror', 'mystery', 'crime', 'suspense']"
1088,"['classics', 'fiction', 'romance', 'historical-fiction']"
1381,"['fantasy', 'fiction', 'mystery', 'science-fiction']"
1025,"['nonfiction', 'christian', 'religion', 'spirituality', 'memoir']"
1339,"['horror', 'fiction', 'thriller', 'fantasy', 'science-fiction', 'paranormal', 'mystery']"
